"filename", "language", "YAML", "Dart", "Markdown", "Properties", "Groovy", "XML", "Java", "GraphQL", "JSON", "HTML", "Swift", "C++", "Ruby", "Objective-C", "comment", "blank", "total"
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/lib/src/visibility/default_keyboard_visibility_controller.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/lib/src/visibility/keyboard_visibility_controller.dart", "Dart", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/keyboard_attachable-2.0.1-copy/pubspec.yaml", "YAML", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/lib/main.dart", "Dart", 0, 425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 31, 554
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/lib/src/api/graphql/graphql_api.dart", "Dart", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/lib/src/api/graphql/graphql_api.graphql.dart", "Dart", 0, 9300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1355, 10657
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/lib/src/api/graphql/graphql_api.graphql.g.dart", "Dart", 0, 3338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 443, 3786
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/lib/src/api/upload_serializer.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 8
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/lib/src/bloc/TextFocUnfoc/textFocUnfocCubit.dart", "Dart", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/lib/src/bloc/TextFocUnfoc/textFocUnfocState.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/lib/src/bloc/commentLike/commentLikeCubit.dart", "Dart", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 84
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/lib/src/bloc/commentLike/commentLikeState.dart", "Dart", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 66
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/lib/src/bloc/comments/commentBloc.dart", "Dart", 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 186
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/lib/src/bloc/comments/commentCounter/commentCounterCubit.dart", "Dart", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/lib/src/bloc/comments/commentCounter/commentCounterState.dart", "Dart", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 40
"/Users/juanma/development/flutter/release-untitled-startup/untitled_client/lib/src/bloc/comments/commentEvent.dart", "Dart", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 110
